sl,state,district,female_literacy,agricultural_labour,wealth,mpce,poverty_head_ratio,poverty_gap_ratio,Squared_poverty_gap,gini,Log_mean_deviation,theil_index,rank_dist_phc_ratio,sort_ght,bmi_less,percent_ of_ poor,total_population,total_poor_population,rice,per_capita_rice,Jowar,per_capita_jowar,bajra,per_capita_bajra,maize,per_capita_maize,ragi,per_capita_ragi,wheat,per_capita_wheat,Other_cereals_and_millets,per_capita_other_cereal_millet,total_cereals_and_millets,per_capita_total_cereals_millets,bmi_1849_lessthan185,urban,stunted_5,Wasted_5,Underweight_5,Open_defecation ,Low_birth_weight
179,Himachal Pradesh,Shimla,77.13,4.63,37.41,2495,2.33,0.46,0.1,0.28,0.13,0.21,2,6.2,11.9,13.7,814010,111519,629,0.0056,0,0,1,0,6861,0.0615,338,0.003,8006,0.0718,1511,0.0135,17346,0.1555,0,0,30.7,15.1,0,0.1622,0.1748
636,Telangana,Rangareddy,79.35,1.22,62.25,2970,12.4,2.58,0.76,0.31,0.15,0.22,75,12.3,18.9,11.4,5296741,603828,24283,0.0402,7790,0.0129,65,0.0001,47392,0.0785,207,0.0003,203,0.0003,0,0,79940,0.1324,17.3,0,26.2,15.1,36.3,0.125,0.1665
75,Bihar,Siwan,58.66,38.26,32.04,1044,41.94,9.78,3.03,0.19,0.06,0.07,413,15,23.5,69.8,3330464,2324664,90484,0.0389,0,0,81,0,18015,0.0077,520,0.0002,90183,0.0388,176,0.0001,199459,0.0858,25,0,38.2,15,31.6,0.7019,0.1109
264,Kerala,Ernakulam,94.46,4.5,55.78,3412,10.15,1.99,0.73,0.42,0.3,0.8,59,3,5.4,0.6,3282388,19694,5950,0.3021,0,0,0,0,0,0,0,0,0,0,0,0,5950,0.3021,8.1,6.9,14,15,12,0.002,0.103
551,Uttar Pradesh,Hardoi,53.19,28.99,27.85,1036,48.68,10.19,3.1,0.21,0.07,0.14,480,20.6,28.5,73,4092845,2987777,148210,0.0496,5962,0.002,3594,0.0012,40935,0.0137,0,0,325887,0.1091,0,0,524588,0.1756,0,0,51.2,14.9,39.9,0.6384,0.2635
585,Uttar Pradesh,Kushinagar,52.36,43.82,30.86,1087,42.53,9.83,3.48,0.24,0.1,0.13,420,15.9,24.7,66.5,3564544,2370422,113863,0.048,4,0,66,0,5134,0.0022,9,0,115335,0.0487,300,0.0001,234711,0.099,27.7,0,45.8,14.9,35.1,0.6937,0.1389
45,Assam,Jorhat,76.45,9.13,35.37,1460,39.78,8.71,2.53,0.31,0.16,0.3,389,11.4,28.8,44.8,1092256,489331,93067,0.1902,30,0.0001,0,0,49,0.0001,0,0,4,0,0,0,93150,0.1904,29.9,0,25.8,14.9,18.1,0.1429,0.0994
626,West Bengal,Haora,55.84,15.71,29.05,1629,20.05,4.15,1.1,0.24,0.1,0.18,189,13.2,16.5,28.3,4850029,1372558,112815,0.0822,0,0,0,0,91,0.0001,0,0,93,0.0001,0,0,112999,0.0823,19.7,14.4,35.6,14.8,28.4,0.097,0.1818
527,Tripura,North Tripura,83.75,16.01,16.74,1477,16.26,2.37,0.59,0.24,0.09,0.14,134,21.3,35.5,63.2,693947,438575,23013,0.0525,0,0,0,0,1347,0.0031,0,0,42,0.0001,0,0,24402,0.0556,30.9,0,29.5,14.8,30.7,0.0262,0.2308
568,Uttar Pradesh,Fatehpur,56.58,34.26,30.54,986,54.48,10.07,2.57,0.19,0.06,0.08,528,20,26.1,75.9,2632733,1998244,89831,0.045,8250,0.0041,6261,0.0031,255,0.0001,1,0,183242,0.0917,7,0,287847,0.1441,31,0,52.3,14.7,40.4,0.6846,0.2255
539,Uttar Pradesh,Aligarh,55.68,21.06,36.86,1401,27.68,6.5,2.09,0.28,0.12,0.2,272,14.4,20.5,40.8,3673889,1498947,89587,0.0598,0,0,86183,0.0575,19612,0.0131,0,0,220742,0.1473,7718,0.0051,423842,0.2828,22.7,0,49.2,14.7,38.2,0.4517,0.2297
461,Rajasthan,Bharatpur,54.24,19.18,28.76,1168,51.04,14.61,5.71,0.25,0.1,0.16,502,6.1,25.7,50.9,2548462,1297167,1288,0.001,49910,0.0385,114226,0.0881,1,0,0,0,160510,0.1237,0,0,325935,0.2513,26.51,0,49.2,14.7,30.9,0.6028,0.2285
607,Uttarakhand,Almora,69.93,2.82,23.5,1541,22.57,3.55,0.86,0.27,0.12,0.2,215,7.7,21.5,43.4,622506,270168,15643,0.0579,0,0,1,0,1943,0.0072,33588,0.1243,32578,0.1206,13497,0.05,97250,0.36,25.2,0,33,14.7,22.5,0.2432,0.2154
499,Tamil Nadu,Namakkal,66.57,14.23,48.34,2100,15.39,2.7,0.76,0.32,0.17,0.37,120,8.7,10.7,11.3,1726601,195106,2188,0.0112,47505,0.2435,54,0.0003,5898,0.0302,513,0.0026,0,0,196,0.001,56354,0.2888,12,9.2,24.6,14.7,18,0.4148,0.1608
535,Uttar Pradesh,Baghpat,59.95,16.16,41.82,1359,33.54,8.43,2.87,0.28,0.13,0.26,321,6.5,23.5,25.1,1303048,327065,5468,0.0167,7,0,655,0.002,4,0,0,0,54175,0.1656,0,0,60309,0.1844,20.8,0,36.5,14.6,33.3,0.1336,0.2193
7,Andhra Pradesh,East Godavari,67.52,42.64,30.09,1824,17.26,3.07,0.8,0.28,0.13,0.19,150,8.1,12.9,20.8,5154296,1072094,383959,0.3581,1892,0.0018,82,0.0001,10220,0.0095,252,0.0002,0,0,257,0.0002,396662,0.37,18.2,0,27.7,14.6,27.1,0.3214,0.2218
451,Punjab,Rupnagar,76.42,8.37,57.42,2231,8.24,1.47,0.38,0.31,0.15,0.22,35,5.8,17,1.8,684627,12323,37771,3.065,0,0,674,0.0547,17890,1.4517,0,0,67844,5.5053,229,0.0186,124418,10.0962,12.8,0,19.2,14.6,20.1,0.1169,0.1809
268,Kerala,Pathanamthitta,95.83,12.77,46.08,2563,7.64,1.05,0.25,0.31,0.16,0.27,31,4.6,7.1,2.7,1197412,32330,2534,0.0784,0,0,0,0,0,0,0,0,0,0,0,0,2534,0.0784,10.2,0,13.6,14.6,11.4,0.0116,0.2059
77,Bihar,Vaishali,56.73,43.47,28.23,1179,46.36,9.68,3.09,0.25,0.1,0.16,455,19.2,27,70.2,3495021,2453505,39616,0.0161,0,0,0,0,32386,0.0132,119,0,43138,0.0176,100,0,115359,0.047,29.4,0,54.4,14.5,41.3,0.5758,0.1197
42,Assam,Tinsukia,61.73,7.23,28.86,1716,19.53,3.03,0.68,0.24,0.09,0.12,181,21.8,40.8,57.6,1327929,764887,62878,0.0822,0,0,0,0,1211,0.0016,0,0,6,0,380,0.0005,64475,0.0843,42,0,34.9,14.5,32.7,0.0898,0.2153
409,Odisha,Bhadrak,75.83,31.11,25.46,991,38.57,7.33,2.16,0.19,0.06,0.08,379,7.7,30.2,77.6,1506337,1168918,155947,0.1334,0,0,0,0,0,0,0,0,0,0,0,0,155947,0.1334,31.2,0,34.9,14.5,28.2,0.7003,0.2201
514,Tamil Nadu,Theni,69.46,31.64,32.8,1647,22.4,5.25,1.64,0.24,0.1,0.16,213,3.6,14.5,22.9,1245899,285311,6210,0.0218,5903,0.0207,2940,0.0103,7804,0.0274,43,0.0002,0,0,70,0.0002,22970,0.0805,16.7,11.8,28.6,14.5,22,0.4361,0.1675
524,Tripura,West Tripura,84.75,19.49,28.16,1415,28.02,4.63,1.12,0.27,0.12,0.19,274,17.3,20,45.2,1725739,780034,26416,0.0339,0,0,0,0,1210,0.0016,0,0,20,0,0,0,27646,0.0354,16.9,14.6,19.7,14.5,19,0.008,0.1774
62,Bihar,Sheohar,45.26,57.32,23.25,974,70.38,18.08,5.79,0.26,0.11,0.17,602,19.9,27.2,86,656246,564372,22119,0.0392,0,0,0,0,1504,0.0027,5,0,14314,0.0254,56,0.0001,37998,0.0673,33.4,0,53.8,14.4,42.8,0.7163,0.1833
542,Uttar Pradesh,Agra,61.18,15.68,46.08,1310,45.2,9.12,2.92,0.26,0.11,0.21,444,14.6,18.4,32.1,4418797,1418434,10914,0.0077,92,0.0001,121389,0.0856,109,0.0001,0,0,132915,0.0937,623,0.0004,266042,0.1876,19.3,0,45,14.4,34.8,0.4314,0.2526
188,Jammu and Kashmir,Baramula,52.38,20.13,34.69,1623,14.3,2.26,0.58,0.2,0.06,0.08,100,3.7,10.6,23,1008039,231849,20941,0.0903,0,0,0,0,20148,0.0869,43,0.0002,0,0,58,0.0003,41190,0.1777,16.7,0,30.3,14.4,12.8,0.0222,0.13
263,Kerala,Thrissur,93.56,5.04,50.89,2661,8.5,1.51,0.46,0.36,0.22,0.88,37,3.3,10.5,1.7,3121200,53060,24625,0.4641,0,0,0,0,0,0,0,0,0,0,0,0,24625,0.4641,8.2,8.1,21.2,14.4,14,0.0011,0.1346
589,Uttar Pradesh,Ballia,59.75,33.64,31.43,1128,48.24,10.74,3.33,0.27,0.12,0.16,474,16.2,19.9,62.5,3239774,2024859,120231,0.0594,1459,0.0007,2153,0.0011,32151,0.0159,0,0,140292,0.0693,82,0,296368,0.1464,21.6,0,39.7,14.3,31.1,0.6752,0.1436
586,Uttar Pradesh,Deoria,59.38,30.81,35.45,1330,34.26,7.57,2.52,0.31,0.17,0.46,330,17,25.8,55.8,3100946,1730328,132367,0.0765,18,0,204,0.0001,6949,0.004,0,0,159695,0.0923,0,0,299233,0.1729,25.7,0,41.5,14.2,31.6,0.692,0.1117
459,Rajasthan,Jhunjhunun,60.95,6.83,30.12,1784,14.17,2.77,0.69,0.23,0.09,0.18,97,1.8,16.6,19.6,2137045,418861,0,0,0,0,222790,0.5319,0,0,0,0,86553,0.2066,0,0,309344,0.7385,21.41,0,32.6,14.2,19.5,0.2296,0.1519
581,Uttar Pradesh,Basti,56.23,32.96,35.35,1062,55.64,15.5,6.3,0.31,0.16,0.24,538,15.8,20.3,68.5,2464464,1688158,105024,0.0622,0,0,0,0,2049,0.0012,0,0,112006,0.0663,27,0,219106,0.1298,24.6,0,49.3,14.1,33.3,0.809,0.1722
489,Sikkim,West District,70.86,9.34,18.73,1356,24.88,3.55,0.72,0.19,0.06,0.08,237,6.9,3.3,11,136435,15008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,14.1,0,0,0.0833
271,Lakshadweep,Lakshadweep,87.95,0,45.91,2648,4.19,0.66,0.15,0.31,0.15,0.31,10,3,7.6,1.2,64473,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,14.1,0,0,0.1667
389,Nagaland,Kiphire,63.96,3.22,7.18,2059,15.89,1.65,0.21,0.19,0.05,0.07,127,8.6,11.8,63.6,74004,47067,11560,0.2456,0,0,30,0.0006,7560,0.1606,30,0.0006,0,0,260,0.0055,19440,0.413,11.3,0,42.3,14,25.6,0,0
615,West Bengal,Uttar Dinajpur,52.17,35.96,17.52,1099,51.72,12.83,4.94,0.28,0.13,0.22,509,19.6,26.2,75.7,3007134,2276400,227720,0.1,0,0,0,0,58322,0.0256,188,0.0001,46687,0.0205,700,0.0003,333617,0.1466,0,0,40.5,14,34.7,0.5391,0.1641
46,Assam,Golaghat,71.09,11.94,29.63,1214,35.75,8.85,2.79,0.22,0.08,0.11,343,20.2,25.4,58.9,1066888,628397,123374,0.1963,0,0,0,0,174,0.0003,0,0,128,0.0002,58,0.0001,123734,0.1969,27,0,32.5,14,20.2,0.0502,0.1479
169,Himachal Pradesh,Chamba,61.67,2.79,27.08,1608,18.08,3.18,0.91,0.27,0.12,0.23,159,4,24.4,19.1,519080,99144,3325,0.0335,0,0,0,0,27040,0.2727,12,0.0001,23137,0.2334,1138,0.0115,54653,0.5512,19.9,0,31.1,14,22.5,0.1197,0.1311
440,Punjab,Fatehgarh Sahib,74.8,9.33,57.85,2582,7.14,0.93,0.2,0.32,0.17,0.45,29,4.2,13.4,2.7,600163,16204,86350,5.3288,0,0,0,0,401,0.0247,0,0,83776,5.17,0,0,170538,10.5241,14.8,11.1,19.9,14,17.1,0.0263,0.2346
635,Telangana,Hyderabad,51.37,24.08,30.37,1400,32.83,4.79,1.07,0.26,0.12,0.29,311,4.5,8.8,3.6,3943323,141960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,16.8,14,16.8,0.0242,0.0544
240,Karnataka,Shimoga,74.84,21.83,39.24,1455,12.55,2.84,0.88,0.21,0.07,0.08,77,10.4,27.8,24.1,1752753,422413,104444,0.2473,105,0.0002,0,0,46762,0.1107,954,0.0023,0,0,0,0,152265,0.3605,27.1,14.1,36.3,13.9,30.6,0.1515,0.2033
536,Uttar Pradesh,Ghaziabad,69.79,7.24,54.38,2493,15.04,2.62,0.68,0.4,0.25,0.47,112,11.5,15.8,10.8,4681645,505618,9796,0.0194,0,0,24,0,106,0.0002,0,0,27325,0.054,10,0,37261,0.0737,17.1,0,35.3,13.9,29.6,0.074,0.2237
580,Uttar Pradesh,Siddharth Nagar,47.41,40.91,31.21,1143,43.92,8.83,2.69,0.27,0.11,0.18,436,17.7,24.9,69.8,2559297,1786389,184123,0.1031,0,0,0,0,548,0.0003,0,0,152133,0.0852,20,0,336824,0.1886,27.7,0,58,13.8,43.5,0.8103,0.2036
201,Jammu and Kashmir,Jammu,77.13,6.9,48.28,2417,10.83,2.02,0.54,0.31,0.15,0.23,63,7.9,17,9.2,1529958,140756,67551,0.4799,0,0,5559,0.0395,24061,0.1709,0,0,79936,0.5679,4935,0.0351,182043,1.2933,15.9,12.1,23.4,13.8,16.6,0.2699,0.1036
494,Tamil Nadu,Kancheepuram,79.02,12.09,53.16,2305,16.06,2.64,0.61,0.31,0.16,0.22,131,7.3,9.6,10.8,3998252,431811,72617,0.1682,3,0,57,0.0001,17,0,330,0.0008,0,0,0,0,73024,0.1691,14.9,6.4,24.7,13.7,16.1,0.1726,0.19
417,Odisha,Khordha,81.61,13.49,42.69,1731,37.1,7,2.07,0.4,0.26,0.43,355,12.7,16.3,33.8,2251673,761065,95068,0.1249,0,0,0,0,14,0,9,0,0,0,0,0,95091,0.1249,19.2,12.1,24.6,13.7,20.3,0.4112,0.1484
393,Delhi,North,82.2,0.48,54.38,3023,18.86,4.15,1.34,0.34,0.19,0.28,164,14.3,10.6,3.4,887978,30191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,13.6,0,0.0022,0.1699
622,West Bengal,North Twenty Four Parganas,80.34,15.68,33.26,2036,26.19,5.67,1.79,0.38,0.23,0.4,255,14.4,16,31.8,10009781,3183110,230309,0.0724,0,0,0,0,251,0.0001,0,0,5715,0.0018,0,0,236275,0.0742,13.4,9.9,23.3,13.6,0,0.0313,0.1365
260,Kerala,Kozhikode,92.99,6.11,42.59,2170,15.47,3.3,1.15,0.33,0.18,0.47,122,4.3,7.6,2,3086293,61726,2872,0.0465,0,0,0,0,0,0,0,0,0,0,0,0,2872,0.0465,16.5,9.8,18,13.6,18.5,0.0017,0.1196
550,Uttar Pradesh,Sitapur,50.67,31.06,25.86,1089,53.28,11.13,3.06,0.26,0.12,0.24,523,25.3,37.8,80.4,4483992,3605130,165327,0.0459,2286,0.0006,2533,0.0007,8562,0.0024,0,0,215519,0.0598,21,0,394248,0.1094,35.8,0,56.4,13.5,48.6,0.8064,0.3158
367,Meghalaya,East Garo Hills,70.05,12.72,18.42,1572,17.63,2.87,0.79,0.17,0.05,0.05,155,15,7.6,68.4,317917,217455,9165,0.0421,0,0,0,0,800,0.0037,0,0,15,0.0001,435,0.002,10415,0.0479,10.8,0,30.3,13.5,18.2,0.0068,0.1538
173,Himachal Pradesh,Mandi,73.66,2.45,34.42,1594,14.31,2.66,0.74,0.24,0.1,0.18,102,3.3,13.9,16.6,999777,165963,17860,0.1076,0,0,13,0.0001,47996,0.2892,0,0,67348,0.4058,1086,0.0065,134304,0.8092,15.2,0,27.1,13.5,16.2,0.0946,0.1484
270,Kerala,Thiruvananthapuram,91.17,6.89,46.78,3281,3.92,0.89,0.34,0.36,0.22,0.47,9,2.4,5.4,5.8,3301427,191483,2119,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,2119,0.0111,7.7,10,19.9,13.5,21.6,0.0116,0.1961
199,Jammu and Kashmir,Udhampur,57.1,4.29,24.35,1416,34.87,6.79,2.01,0.26,0.11,0.22,333,5.4,20.3,41.2,554985,228654,8325,0.0364,0,0,1585,0.0069,36307,0.1588,1,0,36906,0.1614,625,0.0027,83749,0.3663,19.2,0,43.2,13.4,27.4,0.6143,0.0753
1931,Jammu and Kashmir,AJK,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,Jammu and Kashmir,AksaiChin,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,Jammu and Kashmir,Gilgit,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,Jammu and Kashmir,TKT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,Jammu and Kashmir,Siachin,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Assam,Nagaon,68.07,18.53,23.47,1304,37.85,7.76,2.56,0.24,0.1,0.16,368,17.1,34.4,66.7,2823768,1883453,196850,0.1045,1291,0.0007,0,0,639,0.0003,0,0,1007,0.0005,473,0.0003,200260,0.1063,29.2,0,38.8,13.4,31.3,0.0552,0.1337
196,Jammu and Kashmir,Doda,49.69,7.75,17.95,1247,36.52,7.34,2.35,0.21,0.07,0.09,351,5,15.7,57.5,409936,235713,1509,0.0064,0,0,1,0,26428,0.1121,0,0,3357,0.0142,24,0.0001,31319,0.1329,15.1,0,37.2,13.3,18.8,0.3867,0.1389
640,Telangana,Khammam,51.54,23.03,29.43,1407,24.57,5.75,1.89,0.23,0.09,0.12,233,7.5,24.2,23.3,2797370,651787,121722,0.1868,235,0.0004,0,0,20627,0.0316,0,0,0,0,0,0,142584,0.2188,23.8,0,25.6,13.3,22.2,0.3402,0.1206
552,Uttar Pradesh,Unnao,56.76,26.88,30.43,1102,48.78,12.94,4.8,0.27,0.12,0.17,483,20.1,22.3,71.5,3108367,2222482,1075,0.0005,3183,0.0014,1117,0.0005,26861,0.0121,2,0,241459,0.1086,49,0,273746,0.1232,26.5,0,46.8,13.2,34.3,0.6657,0.233
53,Assam,Chirang,56.65,15.31,22.75,1276,27.14,5.25,1.43,0.2,0.07,0.08,268,13.2,22.6,73.6,482162,354871,42871,0.1208,0,0,0,0,585,0.0016,0,0,478,0.0013,10,0,43944,0.1238,21.9,0,41.1,13.2,24.7,0.3519,0.1406
161,Haryana,Rohtak,71.72,9.36,44.35,2490,13.16,1.78,0.43,0.28,0.13,0.15,83,6.8,18.2,11.6,1061204,123100,43673,0.3548,11053,0.0898,13011,0.1057,0,0,0,0,105766,0.8592,0,0,173504,1.4095,17.9,13.6,37,13.2,25.2,0.1146,0.1818
576,Uttar Pradesh,Bahraich,39.18,38.65,24.88,1058,47.6,10.25,3.08,0.24,0.1,0.15,468,25.8,35.8,84.4,3487731,2943645,184858,0.0628,11,0,5,0,55223,0.0188,0,0,182894,0.0621,0,0,422991,0.1437,35.1,0,66,13.1,44,0.8178,0.3244
518,Tamil Nadu,Tirunelveli,75.98,17.58,40.66,1762,23.03,5.54,1.79,0.28,0.13,0.18,218,14.4,14.3,24.5,3077233,753922,29881,0.0396,2079,0.0028,54,0.0001,12514,0.0166,10,0,0,0,30,0,44568,0.0591,19.2,18.7,31.3,12.9,22.7,0.4008,0.166
513,Tamil Nadu,Madurai,77.16,17.07,45.05,1916,22.14,4.38,1.25,0.28,0.13,0.2,212,4.9,14,19.2,3038252,583344,10407,0.0178,8855,0.0152,1067,0.0018,11864,0.0203,46,0.0001,0,0,2284,0.0039,34523,0.0592,22.1,11.2,21.8,12.9,19.5,0.224,0.1775
174,Himachal Pradesh,Hamirpur,67.6,13.8,12.93,882,79.54,23.14,7.79,0.21,0.07,0.11,619,3.4,12.5,4.4,454768,20010,1636,0.0818,0,0,0,0,34200,1.7092,0,0,32196,1.609,0,0,68035,3.4001,13.5,0,30.5,12.7,19.4,0.0398,0.2254
466,Rajasthan,Jaipur,64.02,4.17,49.6,2232,14.31,2.87,0.98,0.32,0.17,0.32,101,4.7,25.3,19.3,6626178,1278852,0,0,37226,0.0291,303965,0.2377,1633,0.0013,0,0,157232,0.1229,10,0,500066,0.391,27.99,17.44,34.9,12.6,25.2,0.2648,0.2315
541,Uttar Pradesh,Mathura,56.89,19,38.32,1264,32.26,5.88,1.68,0.23,0.09,0.14,306,13.6,15.5,36.6,2547184,932269,48723,0.0523,27,0,43169,0.0463,233,0.0002,0,0,192822,0.2068,0,0,284974,0.3057,18.1,0,40.7,12.5,27.7,0.4684,0.2155
411,Odisha,Jagatsinghapur,80.63,25.05,29.4,1155,37.48,7.04,2.09,0.24,0.1,0.16,361,12.8,13.2,54.8,1136971,623060,87858,0.141,0,0,0,0,0,0,0,0,0,0,0,0,87858,0.141,18,0,18.8,12.5,16.5,0.6077,0.1914
611,Uttarakhand,Hardwar,64.79,16.54,43.87,3063,19.36,1.93,0.37,0.48,0.39,0.65,174,10.9,18.2,21.7,1890422,410222,14894,0.0363,0,0,0,0,591,0.0014,1,0,46365,0.113,1,0,61852,0.1508,24.9,15.4,39.5,12.4,24.7,0.177,0.2615
410,Odisha,Kendrapara,78.96,29.74,24.84,1155,25.14,4.45,1.08,0.21,0.07,0.09,241,12.6,23.8,64.9,1440361,934794,124784,0.1335,0,0,0,0,0,0,0,0,0,0,0,0,124784,0.1335,25.1,0,26.9,12.4,24.1,0.6649,0.1913
572,Uttar Pradesh,Bara Banki,52.34,30.7,31.39,948,52.24,11.74,3.93,0.19,0.06,0.1,515,18.2,27.6,70,3260699,2282489,196565,0.0861,914,0.0004,432,0.0002,2950,0.0013,1,0,167900,0.0736,65,0,368827,0.1616,28.5,0,51.8,12.3,40.2,0.7584,0.2419
176,Himachal Pradesh,Bilaspur,77.97,1.88,35.62,2248,13.17,1.88,0.41,0.38,0.24,0.74,84,4.3,13.8,5.5,381956,21008,1281,0.061,4,0.0002,0,0,28053,1.3354,0,0,25189,1.199,0,0,54530,2.5957,15.9,0,27.8,12.2,23.4,0.5411,0.2105
517,Tamil Nadu,Thoothukkudi,81.33,16.7,42.7,1478,30.69,6.32,1.88,0.2,0.07,0.1,291,6.8,12.7,22.4,1750176,392039,4808,0.0123,8430,0.0215,9026,0.023,33212,0.0847,32,0.0001,0,0,298,0.0008,55806,0.1423,22.2,14.2,21.6,12.2,17.6,0.3527,0.1768
448,Punjab,Patiala,69.8,12.51,59.08,2844,8.95,1.33,0.31,0.32,0.16,0.21,46,2.3,9,4.5,1895686,85306,231972,2.7193,0,0,0,0,1319,0.0155,0,0,230806,2.7056,0,0,464102,5.4405,12,6.9,18.3,12.2,13.6,0.0432,0.2152
418,Odisha,Puri,78.28,24.47,26.38,1118,30.78,7.15,2.38,0.22,0.08,0.11,292,12,16.6,46.1,1698730,783115,107743,0.1376,0,0,0,0,0,0,0,0,0,0,0,0,107743,0.1376,16.8,0,16.2,12.2,17.2,0.526,0.2241
583,Uttar Pradesh,Mahrajganj,48.92,49.2,30.78,1008,51.85,13.84,5.01,0.26,0.11,0.15,511,15.6,26.2,69.9,2684703,1876607,169812,0.0905,0,0,0,0,220,0.0001,1,0,154812,0.0825,4,0,324849,0.1731,28.5,0,53.9,12,37.1,0.7333,0.1898
556,Uttar Pradesh,Kannauj,63.33,23.54,28.84,953,65.49,16.05,5.91,0.25,0.1,0.16,585,14.5,18.1,72.3,1656616,1197733,30499,0.0255,435,0.0004,782,0.0007,50684,0.0423,0,0,76787,0.0641,0,0,159187,0.1329,0,0,51.1,12,32.9,0.6843,0.178
610,Uttarakhand,Udham Singh Nagar,64.45,23.95,40.89,1596,32.53,7.51,2.4,0.3,0.14,0.38,308,14.5,18.2,25.6,1648902,422119,119350,0.2827,0,0,0,0,93,0.0002,0,0,101118,0.2395,0,0,220562,0.5225,21.5,15.4,38.8,12,27.1,0.1917,0.2978
491,Sikkim,East District,78.5,6.72,32.91,1938,16.18,2.3,0.51,0.28,0.13,0.2,132,5.4,4.8,7.5,283583,21269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6,12,0,0,0.0938
183,Jammu and Kashmir,Leh,63.56,1.81,44.12,2021,7.12,0.8,0.11,0.23,0.09,0.15,28,4.7,5.2,28.4,133487,37910,0,0,0,0,0,0,0,0,4385,0.1157,2713,0.0716,548,0.0145,7646,0.2017,5.1,5.2,20.9,12,16.8,0.0196,0.0625
172,Himachal Pradesh,Kullu,70.91,3.49,31.43,1658,15.57,2.11,0.41,0.26,0.11,0.16,124,4.7,17.7,24.2,437903,105973,649,0.0061,0,0,0,0,14136,0.1334,193,0.0018,11845,0.1118,183,0.0017,27006,0.2548,13.3,0,18.5,12,11,0.1359,0.1552
379,Mizoram,Lawngtlai,57.12,6.18,13.1,1472,37.59,9.44,2.99,0.25,0.1,0.13,364,10.3,10.1,47.9,117894,56471,3409,0.0604,0,0,0,0,520,0.0092,0,0,0,0,0,0,3929,0.0696,9.7,0,34.9,11.9,21.3,0.0566,0.0714
390,Nagaland,Kohima,81.48,1.56,33.97,2229,13.82,2.3,0.6,0.21,0.07,0.1,91,7.1,10,24.3,267988,65121,15760,0.242,60,0.0009,90,0.0014,4610,0.0708,0,0,370,0.0057,2030,0.0312,22920,0.352,10.5,10.8,24.9,11.9,15.2,0.02,0.0556
454,Punjab,Barnala,63.57,18,50.89,2279,15.35,3.14,0.96,0.31,0.16,0.26,117,3.2,16.5,5.4,595527,32158,112184,3.4885,0,0,0,0,70,0.0022,0,0,113268,3.5222,897,0.0279,226426,7.0409,13.9,13.2,24.5,11.9,17.9,0.0291,0.2208
557,Uttar Pradesh,Etawah,69.61,29.48,32.35,1181,38.31,8.03,2.47,0.21,0.07,0.11,376,15.3,17.9,57.8,1581810,914286,54455,0.0596,270,0.0003,39335,0.043,5683,0.0062,21,0,97880,0.1071,101,0.0001,197745,0.2163,22.7,0,53.9,11.8,32.6,0.612,0.23
598,Uttar Pradesh,Kanshiram Nagar,49,21.31,27.12,1146,47.87,11.16,3.74,0.29,0.14,0.33,471,17.2,25.3,67.4,1436719,968349,17368,0.0179,28,0,44654,0.0461,39785,0.0411,0,0,98009,0.1012,32,0,199876,0.2064,0,0,52.4,11.8,0,0.6898,0.2566
21,Arunachal Pradesh,Upper Subansiri,57.59,4.8,14.52,2595,15.39,2.97,0.84,0.29,0.13,0.16,119,14.3,11.1,57.4,83448,47899,8809,0.1839,0,0,0,0,0,0,0,0,0,0,0,0,8809,0.1839,10.1,0,29.7,11.8,12.2,0.0909,0
387,Nagaland,Tuensang,69.59,3.59,10.29,1971,14.72,2.57,0.58,0.2,0.06,0.07,107,4.9,10.3,58.7,196596,115402,16720,0.1449,0,0,100,0.0009,10140,0.0879,80,0.0007,340,0.0029,960,0.0083,28340,0.2456,12.5,0,36.3,11.7,21,0.014,0.0667
170,Himachal Pradesh,Kangra,80.02,7.72,38.13,2406,4.33,0.55,0.09,0.3,0.14,0.19,11,8,16.2,7,1510075,105705,67571,0.6392,0,0,430,0.0041,50106,0.474,0,0,95673,0.9051,37,0.0004,213819,2.0228,19.3,0,26.3,11.7,23.3,0.2117,0.1639
180,Himachal Pradesh,Kinnaur,70.96,3.44,34.23,2586,3.41,0.54,0.21,0.33,0.19,0.34,5,3.4,8.5,15.6,84121,13123,6,0.0005,0,0,0,0,62,0.0047,0,0,153,0.0117,1600,0.1219,1821,0.1388,13.2,0,19.5,11.7,15.9,0.1429,0.1111
