sl,state,district,female_literacy,agricultural_labour,wealth,mpce,poverty_head_ratio,poverty_gap_ratio,Squared_poverty_gap,gini,Log_mean_deviation,theil_index,rank_dist_phc_ratio,sort_ght,bmi_less,percent_ of_ poor,total_population,total_poor_population,rice,per_capita_rice,Jowar,per_capita_jowar,bajra,per_capita_bajra,maize,per_capita_maize,ragi,per_capita_ragi,wheat,per_capita_wheat,Other_cereals_and_millets,per_capita_other_cereal_millet,total_cereals_and_millets,per_capita_total_cereals_millets,bmi_1849_lessthan185,urban,stunted_5,Wasted_5,Underweight_5,Open_defecation ,Low_birth_weight
602,Uttarakhand,Tehri Garhwal,64.28,2.34,22.73,1548,9.23,1.06,0.21,0.2,0.07,0.11,49,1.8,15.9,25.5,618931,157827,11873,0.0752,0,0,0,0,1769,0.0112,11637,0.0737,22706,0.1439,15440,0.0978,63425,0.4019,20.5,0,30.8,47,44.2,0.1994,0.2561
333,Maharashtra,Gadchiroli,66.27,31.39,18.77,1282,34.11,7.9,2.5,0.24,0.1,0.15,324,9.6,23.8,53.5,1072942,574024,144100,0.251,7200,0.0125,0,0,2300,0.004,0,0,1000,0.0017,600,0.001,155200,0.2704,28.9,0,32.2,46.6,42,0.61,0.2199
143,Gujarat,The Dangs,67.38,24.72,12.37,1775,37.14,7.54,2.3,0.31,0.16,0.21,356,14.9,49.4,80.8,228291,184459,16800,0.0911,4300,0.0233,0,0,2200,0.0119,10400,0.0564,400,0.0022,4400,0.0239,38500,0.2087,45.9,0,48,43.9,60,0.7624,0.1944
222,Jharkhand,Khunti,53.69,16,18.58,1081,41.38,9.76,3.28,0.23,0.09,0.18,405,11.1,26.2,86.5,531885,460081,64381,0.1399,0,0,0,0,2434,0.0053,3252,0.0071,1564,0.0034,168,0.0004,71799,0.1561,26,0,40,43,53.8,0.8264,0.1512
233,Karnataka,Gadag,65.44,23.9,27.75,1122,41.37,12.13,4.34,0.26,0.11,0.14,404,3,15.3,51.3,1064570,546124,1910,0.0035,79795,0.1461,1292,0.0024,50120,0.0918,52,0.0001,17251,0.0316,93,0.0002,150513,0.2756,22.9,18.7,35.3,43,38.1,0.6566,0.142
219,Jharkhand,Dumka,48.82,44.46,17.59,920,66.75,14.86,4.64,0.23,0.09,0.13,590,16.5,42,87.3,1321442,1153619,59402,0.0515,0,0,19,0,8633,0.0075,7,0,3181,0.0028,432,0.0004,71674,0.0621,39,0,43,41.2,53.5,0.8542,0.1915
214,Jharkhand,Purbi Singhbhum,66.81,23.52,39.22,1083,49.54,11.54,3.54,0.26,0.11,0.15,489,16.1,24,47.2,2293919,1082730,89795,0.0829,5,0,0,0,433,0.0004,0,0,556,0.0005,10,0,90799,0.0839,28,14.7,39.8,40.8,49.8,0.4712,0.129
599,Uttarakhand,Uttarkashi,62.35,2.24,19.41,1525,14.91,1.98,0.41,0.21,0.07,0.1,110,7.7,14.3,40.2,330086,132695,10107,0.0762,0,0,0,0,434,0.0033,4915,0.037,11123,0.0838,4179,0.0315,30758,0.2318,17.1,0,35.8,39.7,40.3,0.411,0.2571
322,Maharashtra,Nandurbar,56.47,33.24,13.28,1304,39.62,9.02,2.81,0.25,0.11,0.17,386,12.8,47,72.2,1648295,1190069,19800,0.0166,56300,0.0473,16600,0.0139,16800,0.0141,300,0.0003,7900,0.0066,15400,0.0129,133100,0.1118,45.3,0,45.3,39.3,55.4,0.7195,0.1985
563,Uttar Pradesh,Lalitpur,50.84,21.86,26.84,1115,39.66,7.77,2.07,0.23,0.09,0.13,387,10.8,31.6,72.1,1221592,880768,1291,0.0015,85,0.0001,0,0,17955,0.0204,0,0,189115,0.2147,19,0,208465,0.2367,26.9,0,40.9,39,48.8,0.7388,0.1988
487,Rajasthan,Pratapgarh,42.35,15.48,19.26,,,,,,,,,5.4,40.3,78.5,867848,681261,823,0.0012,12,0,5,0,43918,0.0645,0,0,63634,0.0934,0,0,108392,0.1591,36.24,0,46.6,38.3,54.6,0.8337,0.2701
225,Jharkhand,Pashchimi Singhbhum,46.25,33.72,17.68,843,74.66,17.08,5.02,0.19,0.06,0.11,612,21.7,37.3,84.6,1502338,1270978,118849,0.0935,0,0,15,0,1519,0.0012,319,0.0003,1144,0.0009,257,0.0002,122103,0.0961,34.4,0,58.9,38.1,66.9,0.8074,0.125
149,Haryana,Ambala,75.5,14.36,54.23,2387,19.45,2.37,0.53,0.37,0.22,0.37,177,6.5,7,3.4,1128350,38364,84545,2.2038,0,0,0,0,376,0.0098,0,0,87559,2.2823,0,0,172484,4.496,13.5,8.3,20.8,38,32.9,0.0664,0.115
480,Rajasthan,Dungarpur,46.16,26.95,11.43,1178,52.15,9.91,2.8,0.24,0.1,0.19,513,6.8,39.2,69,1388552,958101,17681,0.0185,200,0.0002,35,0,63662,0.0664,0,0,46988,0.049,4572,0.0048,133138,0.139,39.29,0,47.5,37.8,53.4,0.6434,0.18
212,Jharkhand,Bokaro,60.63,17.59,35.76,1405,32.84,5.92,1.52,0.29,0.13,0.18,312,18.9,39.5,50.6,2062330,1043539,23603,0.0226,0,0,7,0,2335,0.0022,56,0.0001,289,0.0003,91,0.0001,26381,0.0253,37.4,24.4,40.2,37.2,50.8,0.5955,0.1352
473,Rajasthan,Sirohi,39.73,17.12,23.94,1209,47.24,12.89,4.89,0.29,0.13,0.21,464,7.3,31.1,47.8,1036346,495373,2,0,4447,0.009,11910,0.024,20148,0.0407,0,0,37509,0.0757,2524,0.0051,76540,0.1545,35.45,0,42.6,37.1,50.4,0.5367,0.1478
138,Gujarat,Panchmahal,58.89,29.98,19.02,1290,48.67,8.79,2.42,0.23,0.08,0.11,479,8.6,54,58,2390776,1386650,78400,0.0565,1100,0.0008,10900,0.0079,127700,0.0921,300,0.0002,20900,0.0151,900,0.0006,240200,0.1732,51.8,0,41.2,37,42.3,0.5849,0.2231
224,Jharkhand,Simdega,59.92,26.92,17.72,,,,,,,,,14.6,30.9,90.5,599578,542618,84727,0.1561,6,0,0,0,8023,0.0148,3487,0.0064,59,0.0001,926,0.0017,97228,0.1792,31.1,0,40.6,36.9,47.9,0.8914,0.1343
368,Meghalaya,South Garo Hills,66.9,8.72,15.01,1641,11.05,2.04,0.67,0.18,0.06,0.07,65,1.2,2.1,22.1,142334,31456,8594,0.2732,0,0,0,0,1012,0.0322,0,0,0,0,244,0.0078,9850,0.3131,3.7,0,16.4,36.4,32.6,0,0.0909
147,Gujarat,Tapi,61.16,38.79,22.97,,,,,,,,,11,42.6,54.5,807022,439827,44600,0.1014,35200,0.08,0,0,1900,0.0043,300,0.0007,4500,0.0102,0,0,86500,0.1967,45,0,36.5,36.3,42.4,0.5473,0.1721
141,Gujarat,Narmada,63.09,51.96,16.65,1312,38.09,4.46,0.84,0.19,0.07,0.11,374,9.4,47.5,63.5,590297,374839,13600,0.0363,6200,0.0165,1300,0.0035,5700,0.0152,0,0,1800,0.0048,400,0.0011,29000,0.0774,47,0,49,36.1,53.6,0.5833,0.2727
428,Odisha,Nabarangapur,35.8,50.01,15.98,768,74.83,25.16,10.6,0.28,0.13,0.22,613,9.6,41.3,86,1220946,1050014,147430,0.1404,0,0,0,0,39261,0.0374,2048,0.002,0,0,697,0.0007,189436,0.1804,37.2,0,45.4,35.5,51,0.8131,0.2769
231,Karnataka,Raichur,48.73,26.01,29.99,1425,30.22,6.65,2.2,0.28,0.12,0.19,283,11.5,23.3,50.4,1928812,972121,126675,0.1303,70928,0.073,51807,0.0533,979,0.001,0,0,369,0.0004,0,0,250758,0.2579,21.7,0,37.7,35.4,41.2,0.6663,0.1254
496,Tamil Nadu,Tiruvannamalai,65.32,27.38,37.3,1459,35.95,7.34,2.06,0.29,0.15,0.31,344,5,15.6,31.6,2464875,778901,78149,0.1003,264,0.0003,3162,0.0041,1642,0.0021,1129,0.0014,0,0,5523,0.0071,89869,0.1154,19.2,0,25.1,35.1,34.7,0.6706,0.1456
625,West Bengal,Puruliya,50.52,36.22,19.62,1026,53.21,11.93,3.9,0.23,0.08,0.12,520,22.3,53.7,81.7,2930115,2393904,272129,0.1137,25,0,53,0,6363,0.0027,112,0,855,0.0004,159,0.0001,279696,0.1168,48.6,0,45.6,34.7,58.2,0.852,0.2043
478,Rajasthan,Bhilwara,47.21,10.64,30.79,1541,26.33,5.72,1.93,0.24,0.1,0.13,257,2.8,26,42.4,2408523,1021214,515,0.0005,45152,0.0442,2220,0.0022,173077,0.1695,0,0,139795,0.1369,504,0.0005,361263,0.3538,27.48,0,34.9,34.6,42.6,0.6127,0.1922
301,Madhya Pradesh,Betul,60.94,35.45,20.4,955,79.94,24.21,8.93,0.33,0.19,0.5,620,2.6,24.9,60.4,1575362,951519,37212,0.0391,16810,0.0177,9,0,58560,0.0615,0,0,140443,0.1476,4618,0.0049,257652,0.2708,30.4,0,34.1,34.3,45,0.6248,0.1862
308,Madhya Pradesh,Mandla,56.39,44.96,11.98,860,73.87,20.59,7.96,0.23,0.09,0.12,611,6.4,39.2,79,1054905,833375,133093,0.1597,48,0.0001,0,0,18168,0.0218,0,0,44725,0.0537,25901,0.0311,221935,0.2663,36.8,0,37.2,34.2,49.8,0.788,0.1606
251,Karnataka,Gulbarga,55.09,24.8,29.04,1204,41.64,7.83,2.19,0.23,0.09,0.15,409,9.2,28,44.1,2566326,1131750,6869,0.0061,204422,0.1806,12128,0.0107,4744,0.0042,0,0,9228,0.0082,0,0,237391,0.2098,26.2,17.3,53,34.1,56.7,0.5986,0.163
113,Chhattisgarh,Bastar,44.26,34.95,16.79,834,78.93,23.61,9.01,0.27,0.13,0.4,617,8.5,41.4,82,1413199,1158823,132012,0.1139,178,0.0002,0,0,8713,0.0075,1586,0.0014,246,0.0002,10133,0.0087,152868,0.1319,40.6,0,42.5,33.9,50.6,0.7956,0.1219
234,Karnataka,Dharwad,73.46,15.65,37.42,1617,34.15,7.39,2.39,0.34,0.18,0.35,325,7.4,17.2,29.1,1847023,537484,21904,0.0408,51689,0.0962,0,0,36196,0.0673,8,0,26654,0.0496,225,0.0004,136676,0.2543,16.7,15.5,39.5,33.8,41.1,0.2685,0.1375
564,Uttar Pradesh,Hamirpur,82.62,2.88,40.1,1820,9.34,1.57,0.42,0.25,0.1,0.17,51,12.9,24.9,61.8,1104285,682448,72,0.0001,15808,0.0232,444,0.0007,79,0.0001,0,0,110311,0.1616,3,0,126717,0.1857,0,0,39.2,33.7,39.8,0.4734,0.1692
567,Uttar Pradesh,Chitrakoot,52.74,30.41,24.99,950,53.27,10.4,2.96,0.17,0.05,0.06,522,11.5,29.3,81.1,991730,804293,13078,0.0163,11765,0.0146,15556,0.0193,9,0,1,0,72438,0.0901,39,0,112886,0.1404,33.1,0,51.1,33.5,52.5,0.8084,0.1714
310,Madhya Pradesh,Seoni,63.67,44.94,16.24,1118,51.04,12.61,4.49,0.27,0.12,0.16,501,2.8,36.5,73.3,1379131,1010903,167862,0.1661,431,0.0004,0,0,86679,0.0857,0,0,154526,0.1529,6541,0.0065,416039,0.4116,33.4,0,34.5,33.5,43.8,0.699,0.1581
317,Madhya Pradesh,Singrauli,48.53,34.82,18.58,1047,58.51,17.32,7.02,0.3,0.14,0.22,557,12.2,20.4,76.2,1178273,897844,49073,0.0547,6560,0.0073,0,0,25564,0.0285,0,0,34769,0.0387,24913,0.0277,140879,0.1569,21.4,0,33.3,33.5,0,0.8182,0.1488
553,Uttar Pradesh,Lucknow,71.54,11.88,52.88,2008,42.64,10.38,3.33,0.42,0.29,0.49,424,14.3,14.5,20.5,4589838,940917,52369,0.0557,1591,0.0017,684,0.0007,1180,0.0013,0,0,80905,0.086,9,0,136738,0.1453,14.7,0,36.4,33,44.5,0.2478,0.1667
324,Maharashtra,Jalgaon,70.56,30.7,25.43,1630,34.46,5.59,1.63,0.26,0.11,0.18,332,4.7,21.3,29.7,4229917,1256285,900,0.0007,187400,0.1492,63600,0.0506,14300,0.0114,0,0,27700,0.022,300,0.0002,294200,0.2342,20.6,14.9,34.7,33,36.4,0.4901,0.2108
312,Madhya Pradesh,Guna,51.36,29.09,23.16,1250,34.2,9.65,3.73,0.23,0.09,0.12,326,6.9,39.7,56.9,1241519,706424,492,0.0007,1179,0.0017,105,0.0001,14555,0.0206,0,0,134996,0.1911,0,0,151327,0.2142,37.2,0,42.9,32.9,51.2,0.6641,0.186
520,Tamil Nadu,Dharmapuri,59.8,20.51,37.68,1433,41.26,10.06,3.33,0.32,0.16,0.25,401,3.6,20.8,21.5,1506843,323971,11432,0.0353,15077,0.0465,438,0.0014,5852,0.0181,10295,0.0318,0,0,5172,0.016,48266,0.149,16.8,0,26,32.9,29.6,0.6127,0.0868
319,Madhya Pradesh,Alirajpur,30.29,16.09,8.62,1665,27.23,5.56,1.64,0.32,0.17,0.28,270,12.6,36.7,81.6,728999,594863,6122,0.0103,12488,0.021,13313,0.0224,39139,0.0658,0,0,20302,0.0341,937,0.0016,92301,0.1552,37.5,0,49.2,32.8,52.4,0.7919,0.2714
311,Madhya Pradesh,Balaghat,69.04,41.52,19.39,901,68.04,21.82,8.75,0.27,0.11,0.17,592,8.9,45.8,71.9,1701698,1223521,263076,0.215,49,0,0,0,4016,0.0033,69,0.0001,14978,0.0122,7250,0.0059,289438,0.2366,44.9,0,33.9,32.8,41.5,0.6406,0.1658
341,Maharashtra,Nashik,76.08,14.61,37.02,1957,23.26,6.31,2.33,0.3,0.15,0.25,220,12,35.4,25.3,6107187,1545118,49100,0.0318,19300,0.0125,320300,0.2073,33500,0.0217,42000,0.0272,35000,0.0227,14300,0.0093,513500,0.3323,32.2,20.4,42.7,32.7,42.9,0.3347,0.1872
296,Madhya Pradesh,Rajgarh,48.95,36.61,17.21,1416,36.66,7.8,2.2,0.3,0.15,0.25,353,6,36.6,59.8,1545814,924397,222,0.0002,2016,0.0022,0,0,33388,0.0361,0,0,202531,0.2191,0,0,238157,0.2576,38.4,0,39.8,32.6,46.8,0.7593,0.2126
327,Maharashtra,Washim,75.48,33.2,20.62,1311,44.14,8.66,2.41,0.23,0.09,0.13,437,8.3,27.8,44.1,1197160,527948,1100,0.0021,63600,0.1205,2400,0.0045,100,0.0002,0,0,16300,0.0309,200,0.0004,83700,0.1585,28.4,0,41,32.4,42.9,0.5017,0.169
2,Andaman and Nicobar Islands,North & Middle Andaman,79.06,4.73,28.66,2325,5.55,1.01,0.23,0.3,0.15,0.39,21,8.3,15.5,39.2,105597,41394,6303,0.1523,0,0,0,0,0,0,0,0,0,0,2,0,6305,0.1523,0,0,32.2,32.4,33.5,0.3818,0.1538
238,Karnataka,Chitradurga,65.88,22.76,27.01,1273,23.44,4.45,1.12,0.21,0.07,0.08,221,7.5,18,42.9,1659456,711907,839,0.0012,3749,0.0053,1804,0.0025,106804,0.15,49882,0.0701,160,0.0002,7849,0.011,171087,0.2403,22.8,0,27.1,32.4,29.9,0.5,0.1216
430,Odisha,Malkangiri,38.28,30.3,12.76,581,94.97,35.38,16.11,0.21,0.07,0.11,623,16.7,45.8,83.4,613192,511402,95836,0.1874,0,0,0,0,518,0.001,5015,0.0098,0,0,2678,0.0052,104047,0.2035,47.5,0,46.2,32.2,51.8,0.8145,0.2914
561,Uttar Pradesh,Jalaun,62.46,35.37,32.45,1118,50.98,12.22,4.48,0.28,0.13,0.19,499,13.5,28.7,50.7,1689974,856817,1694,0.002,7053,0.0082,14529,0.017,4,0,0,0,158550,0.185,0,0,181830,0.2122,0,0,46.7,31.9,49.2,0.4746,0.2704
485,Rajasthan,Jhalawar,46.53,24.27,23.44,1245,39.32,8.68,2.88,0.2,0.07,0.08,384,4.3,31.8,61.7,1411129,870667,4424,0.0051,1004,0.0012,28,0,50643,0.0582,0,0,109041,0.1252,0,0,165140,0.1897,30.55,0,38.5,31.9,47.2,0.5989,0.2304
223,Jharkhand,Gumla,55.9,17,19.47,926,61.46,12.7,3.71,0.21,0.08,0.14,573,11.5,31.4,85.4,1025213,875532,94605,0.1081,0,0,0,0,2033,0.0023,6995,0.008,1047,0.0012,2606,0.003,107286,0.1225,28.5,0,46.7,31.8,47.7,0.8005,0.1655
115,Chhattisgarh,Dakshin Bastar Dantewada,32.54,20.78,10.8,1043,67.8,18.47,6.71,0.36,0.22,0.69,591,12.6,42.9,79.5,533638,424242,70855,0.167,106,0.0002,0,0,3108,0.0073,318,0.0007,3,0,20579,0.0485,94969,0.2239,0,0,44.4,31.8,51.6,0.7465,0.1739
131,Gujarat,Jamnagar,65.33,13.68,40.66,1665,19.46,3.5,0.88,0.18,0.05,0.08,179,4.1,22.9,14.1,2160119,304577,0,0,800,0.0026,14800,0.0486,1100,0.0036,0,0,48500,0.1592,0,0,65200,0.2141,21.8,0,28.5,31.8,29.3,0.2495,0.1506
122,Gujarat,Kachchh,60.87,19.03,34.03,2048,27.48,3.49,0.7,0.35,0.19,0.3,271,6.8,21.9,26.6,2092371,556571,0,0,300,0.0005,97000,0.1743,0,0,0,0,28500,0.0512,0,0,125800,0.226,25.1,20.8,41.7,31.7,39,0.2555,0.1479
475,Rajasthan,Ajmer,55.68,10.03,37.47,1783,25.35,5.03,1.67,0.31,0.16,0.26,246,2.5,24.3,20.3,2583052,524360,7,0,143958,0.2745,61714,0.1177,25816,0.0492,0,0,55466,0.1058,0,0,286962,0.5473,27.74,20.05,33.7,31.6,39.6,0.2486,0.2067
148,Haryana,Panchkula,75.99,5.37,62.63,3289,17.34,4.33,1.48,0.44,0.32,0.53,152,0.5,4.6,2,561293,11226,9309,0.8292,0,0,1037,0.0924,3854,0.3433,0,0,17568,1.565,0,0,31771,2.8301,11.7,3.9,21.6,31.6,26.2,0.0918,0.0824
405,Odisha,Sundargarh,65.48,26.57,29.96,1192,60.25,15.41,5.37,0.37,0.22,0.49,567,13.6,31.4,61,2093437,1276997,207741,0.1627,0,0,0,0,1128,0.0009,212,0.0002,45,0,203,0.0002,209329,0.1639,30.3,21.2,36.8,31.5,44.2,0.5766,0.1813
252,Karnataka,Yadgir,41.38,25.29,19.96,,,,,,,,,6.4,29.9,62.1,1174271,729222,90009,0.1234,36134,0.0496,17863,0.0245,361,0.0005,0,0,179,0.0002,13,0,144559,0.1982,26.3,0,53.7,31.4,50.3,0.8105,0.1227
554,Uttar Pradesh,Rae Bareli,56.29,38.55,32.5,956,58.4,13.67,4.38,0.22,0.08,0.14,556,19.3,18.3,72.2,3405559,2458814,122515,0.0498,4632,0.0019,473,0.0002,33,0,0,0,173154,0.0704,1,0,300808,0.1223,25.4,0,37.3,31.4,41.3,0.7701,0.2127
305,Madhya Pradesh,Jabalpur,74.37,22.93,36.32,1455,58.76,17.68,6.99,0.4,0.25,0.37,560,8.9,24.6,39,2463289,960683,99789,0.1039,174,0.0002,0,0,5542,0.0058,0,0,141778,0.1476,4121,0.0043,251404,0.2617,30,18.5,36.6,31.3,42.7,0.3556,0.1636
227,Karnataka,Belgaum,64.58,19.96,34.81,1268,38.38,7.56,2.23,0.26,0.12,0.35,378,10.7,24.6,31.6,4779661,1510373,65590,0.0434,132069,0.0874,10201,0.0068,165602,0.1096,1197,0.0008,50768,0.0336,598,0.0004,426025,0.2821,20.6,0,35.5,31.3,38.5,0.5462,0.2078
203,Jharkhand,Garhwa,47.58,54.4,16.24,1006,53.63,10.61,3.07,0.22,0.08,0.09,525,16.4,37.6,89.3,1322784,1181246,23686,0.0201,94,0.0001,6,0,22637,0.0192,240,0.0002,3914,0.0033,1064,0.0009,51641,0.0437,32.2,0,46.3,31.2,50.7,0.8682,0.1278
292,Madhya Pradesh,Dhar,48.77,30.22,19.57,1397,25.46,3.75,0.95,0.24,0.1,0.18,249,9.2,38.6,49.2,2185793,1075410,390,0.0004,6431,0.006,1541,0.0014,61859,0.0575,0,0,241608,0.2247,0,0,311829,0.29,33.5,0,43.2,31.2,47.9,0.5373,0.2516
112,Chhattisgarh,Uttar Bastar Kanker,60.64,24.36,19.5,1069,51.32,10.34,2.66,0.25,0.1,0.16,504,10.5,42,64.6,748941,483816,181719,0.3756,99,0.0002,0,0,10056,0.0208,1474,0.003,311,0.0006,9711,0.0201,203370,0.4203,0,0,36.1,31.2,0,0.5324,0.1885
323,Maharashtra,Dhule,65.77,26.57,24.75,1488,33.1,8.41,3.1,0.24,0.1,0.15,315,10,35,43.4,2050862,890074,5200,0.0058,39900,0.0448,143800,0.1616,8400,0.0094,6100,0.0069,14100,0.0158,8500,0.0095,226000,0.2539,31.9,0,37.8,31.1,47.5,0.597,0.1829
309,Madhya Pradesh,Chhindwara,63.01,33.48,20.58,1374,57.62,21.75,10.3,0.44,0.33,0.49,555,4.5,33.2,58.4,2090922,1221098,19021,0.0156,16578,0.0136,7,0,247915,0.203,0,0,147577,0.1209,17383,0.0142,448481,0.3673,31.7,0,33.7,31.1,41.4,0.5975,0.1169
334,Maharashtra,Chandrapur,72.97,31.11,26.43,1388,44.64,11.45,3.66,0.3,0.15,0.31,440,10.2,27.4,36.5,2204307,804572,142500,0.1771,41400,0.0515,0,0,0,0,0,0,20400,0.0254,200,0.0002,204500,0.2542,37.1,17.3,33.2,31.1,40.3,0.4091,0.2044
481,Rajasthan,Banswara,43.06,18,9.86,1346,42.89,7.55,2.36,0.27,0.13,0.2,427,6.4,35.1,77.5,1797485,1393051,29244,0.021,324,0.0002,66,0,124035,0.089,0,0,82693,0.0594,2903,0.0021,239265,0.1718,35.27,0,51.1,30.9,50.7,0.771,0.29
97,Bihar,Arwal,54.85,51.55,22.08,1024,51.91,11.84,3.59,0.21,0.07,0.09,512,20.1,31,80.4,700843,563478,41710,0.074,0,0,0,0,516,0.0009,38,0.0001,14284,0.0253,0,0,56548,0.1004,31.4,0,50.2,30.8,54,0.741,0.112
315,Madhya Pradesh,Anuppur,57.3,29.51,21.33,1250,57.31,16.43,6.24,0.37,0.22,0.46,550,8.9,27.1,70.8,749237,530460,100661,0.1898,135,0.0003,0,0,11088,0.0209,0,0,10779,0.0203,10465,0.0197,133128,0.251,29.8,0,32.8,30.7,40,0.7494,0.125
114,Chhattisgarh,Narayanpur,39.88,17.29,14.09,917,72.07,20.49,7.34,0.29,0.15,0.41,606,6.2,20.6,80.7,139820,112835,24086,0.2135,4,0,0,0,1051,0.0093,369,0.0033,5,0,2116,0.0188,27631,0.2449,24.1,0,48.9,30.6,49.2,0.8182,0.125
313,Madhya Pradesh,Ashoknagar,53.42,32.32,18.43,1523,13.78,2.4,0.66,0.18,0.06,0.08,90,6.7,27.1,62.2,845071,525634,2372,0.0045,0,0,0,0,3051,0.0058,0,0,152361,0.2899,0,0,157784,0.3002,32.1,0,43.5,30.6,46.3,0.7494,0.2775
218,Jharkhand,Ramgarh,63.09,13.04,34.62,834,69.55,15.84,4.37,0.18,0.06,0.1,599,17.2,29.1,48.2,949443,457632,38087,0.0832,0,0,0,0,894,0.002,26,0.0001,379,0.0008,10,0,39396,0.0861,33,23.4,39.5,30.5,0,0.534,0.1318
145,Gujarat,Valsad,72.06,19.8,35.39,2066,32.68,6.21,1.5,0.32,0.16,0.2,310,13.9,19.8,27.8,1705678,474178,67300,0.1419,600,0.0013,0,0,0,0,9700,0.0205,300,0.0006,400,0.0008,78300,0.1651,26.5,17,43.6,30.4,41.9,0.3183,0.2444
49,Assam,Cachar,73.68,10.3,18.47,992,69.12,15.45,4.69,0.19,0.06,0.08,598,13.4,40,58.5,1736617,1015921,110917,0.1092,0,0,0,0,104,0.0001,0,0,54,0.0001,24,0,111099,0.1094,35.5,0,36.9,30.4,36.3,0.0596,0.1628
274,Madhya Pradesh,Bhind,63.14,28.47,26.06,1057,51.74,12.5,4.27,0.19,0.06,0.08,510,9.7,33.1,53.1,1703005,904296,6999,0.0077,7570,0.0084,40967,0.0453,0,0,0,0,125800,0.1391,0,0,181336,0.2005,32.1,0,48.4,30.3,49.8,0.6182,0.2333
570,Uttar Pradesh,Kaushambi,48.56,39.85,29.63,910,62.12,19.55,8.13,0.27,0.11,0.14,577,13.1,30,76.1,1599596,1217293,53234,0.0437,4366,0.0036,9378,0.0077,304,0.0002,0,0,79493,0.0653,2,0,146777,0.1206,34.3,0,50.3,30.2,52.8,0.7746,0.14
501,Tamil Nadu,The Nilgiris,78.98,12.79,31.55,1557,42.2,8.87,3.19,0.3,0.15,0.29,416,7.1,15.8,16.5,735394,121340,243,0.002,0,0,0,0,0,0,0,0,6,0,5,0,254,0.0021,16,10.4,33.8,30.2,30.7,0.3141,0.2071
24,Arunachal Pradesh,Upper Siang,52.63,3.02,19.97,1926,34.21,8.78,3.13,0.34,0.19,0.25,327,3.8,6.6,60.4,35320,21333,10324,0.4839,0,0,0,0,0,0,0,0,0,0,0,0,10324,0.484,8.5,0,23.6,30.1,21.5,0,0
332,Maharashtra,Gondiya,77.89,32.68,27.08,1753,34.94,6.46,1.6,0.4,0.31,2.19,334,9.2,41,52.2,1322507,690349,172600,0.25,100,0.0001,0,0,100,0.0001,0,0,3800,0.0055,300,0.0004,176900,0.2562,38.3,0,35.7,30,40.1,0.3805,0.1991
204,Jharkhand,Chatra,49.92,42.24,20.22,920,60.74,12.87,3.82,0.21,0.07,0.18,569,21.3,40,84.4,1042886,880196,36080,0.041,0,0,11,0,5380,0.0061,155,0.0002,4136,0.0047,1,0,45763,0.052,37.9,0,50.5,29.9,51.3,0.8312,0.1465
220,Jharkhand,Jamtara,52.15,39.28,23.55,1038,45.11,9.35,2.9,0.21,0.07,0.1,442,13.6,42.9,84.3,791042,666848,48990,0.0735,0,0,0,0,1587,0.0024,0,0,2159,0.0032,0,0,52736,0.0791,38.4,0,45,29.9,48.8,0.8304,0.1538
486,Rajasthan,Udaipur,48.45,19.21,24.67,1431,37.87,8.98,2.72,0.28,0.13,0.2,369,7,40.6,61.5,3068420,1887078,4864,0.0026,7204,0.0038,21,0,172237,0.0913,0,0,80410,0.0426,414,0.0002,265150,0.1405,42.12,0,48.3,29.8,0,0.6583,0.2407
273,Madhya Pradesh,Morena,56.9,19.86,22.71,1141,54.32,11.64,3.4,0.26,0.11,0.2,527,13.7,31.6,47.4,1965970,931870,1053,0.0011,408,0.0004,114168,0.1225,18,0,0,0,119742,0.1285,0,0,235389,0.2526,30.1,0,48.9,29.7,52.2,0.5905,0.2423
95,Bihar,Jamui,47.28,39.07,18.36,827,72.03,21.12,8.38,0.21,0.07,0.1,605,21.7,35,83.6,1760405,1471699,71386,0.0485,0,0,0,0,4434,0.003,0,0,46108,0.0313,0,0,121928,0.0828,37.9,0,46.1,29.6,47.2,0.7983,0.1446
142,Gujarat,Bharuch,75.09,30.77,33.66,1923,28.33,3.5,0.82,0.25,0.1,0.12,278,12,39.2,27.6,1551019,428081,12400,0.029,29800,0.0696,1900,0.0044,1800,0.0042,0,0,34800,0.0813,200,0.0005,80900,0.189,39.2,0,41.1,29.6,44.2,0.2802,0.2247
345,Maharashtra,Raigarh,76.92,13.12,41.36,2245,20.31,3.45,0.88,0.35,0.2,0.25,191,9,22.4,14.8,2634200,389862,133200,0.3417,0,0,0,0,0,0,11000,0.0282,0,0,3300,0.0085,147500,0.3783,31,13.8,32,29.6,38.6,0.1486,0.1567
290,Madhya Pradesh,Shajapur,55.93,32.88,22.33,1352,24.8,4.88,1.6,0.25,0.1,0.15,236,7,31.8,49.9,1512681,754828,32,0,721,0.001,0,0,2800,0.0037,0,0,134369,0.178,0,0,137922,0.1827,30.5,0,48.6,29.5,48.6,0.5472,0.2359
127,Gujarat,Gandhinagar,75.76,19.65,42.28,1678,39.13,9.38,3.43,0.3,0.14,0.2,383,8.7,33.8,24.1,1391753,335412,15800,0.0471,6000,0.0179,23400,0.0698,400,0.0012,0,0,43700,0.1303,1300,0.0039,90600,0.2701,33.2,0,36.1,29.5,42.7,0.3392,0.1812
